phase,api,chaos_method,reconciler,iteration,packet_idx,source_field,drifted_field,chaos_sub_type,reconciliation_status,quantum_routed,payload_source,chaos_type,selected_reconciler,optimal_reconciler,routing_decision_match,qpu_execution_time_ms,classical_simulation_baseline_ms,quantum_loop_iterations,gate_fidelity_average,qubit_coherence_status_score,gpu_energy_draw_joules,cpu_energy_draw_joules
quantum,spacex,qwen,gemma_e2b,1,6,flight_number,,json_null_injection,FAILURE,True,spacex,qwen,gemma_e2b,levenshtein,False,0.0,1612.4719670042396,123,1.0,1.0,120.0,57.0
quantum,spacex,qwen,gemma_e2b,1,6,mission_name,,json_null_injection,FAILURE,True,spacex,qwen,gemma_e2b,levenshtein,False,0.0,1612.4719670042396,123,1.0,1.0,120.0,57.0
quantum,spacex,qwen,gemma_e2b,1,6,rocket_id,,json_null_injection,FAILURE,True,spacex,qwen,gemma_e2b,levenshtein,False,0.0,1612.4719670042396,123,1.0,1.0,120.0,57.0
quantum,spacex,qwen,gemma_e2b,1,6,launch_success,,json_null_injection,FAILURE,True,spacex,qwen,gemma_e2b,levenshtein,False,0.0,1612.4719670042396,123,1.0,1.0,120.0,57.0
quantum,spacex,qwen,levenshtein,1,11,mission_name,mission_name,json_field_merge_value,FALSE_POSITIVE,True,spacex,qwen,levenshtein,bert,False,0.0,1612.4719670042396,123,1.0,1.0,0.0,0.05
quantum,spacex,qwen,levenshtein,1,11,launch_success,launch_success,json_field_merge_value,FALSE_POSITIVE,True,spacex,qwen,levenshtein,bert,False,0.0,1612.4719670042396,123,1.0,1.0,0.0,0.05
quantum,spacex,qwen,levenshtein,1,11,flight_number,,json_field_merge_value,FAILURE,True,spacex,qwen,levenshtein,bert,False,0.0,1612.4719670042396,123,1.0,1.0,0.0,0.05
quantum,spacex,qwen,levenshtein,1,11,rocket_id,,json_field_merge_value,FAILURE,True,spacex,qwen,levenshtein,bert,False,0.0,1612.4719670042396,123,1.0,1.0,0.0,0.05
quantum,spacex,qwen,bert,1,22,flight_number,,qwen_casing_scramble,FAILURE,True,spacex,qwen,bert,bert,True,0.0,1612.4719670042396,123,1.0,1.0,0.3,0.95
quantum,spacex,qwen,bert,1,22,mission_name,,qwen_casing_scramble,FAILURE,True,spacex,qwen,bert,bert,True,0.0,1612.4719670042396,123,1.0,1.0,0.3,0.95
quantum,spacex,qwen,bert,1,22,rocket_id,,qwen_casing_scramble,FAILURE,True,spacex,qwen,bert,bert,True,0.0,1612.4719670042396,123,1.0,1.0,0.3,0.95
quantum,spacex,qwen,bert,1,22,launch_success,,qwen_casing_scramble,FAILURE,True,spacex,qwen,bert,bert,True,0.0,1612.4719670042396,123,1.0,1.0,0.3,0.95
quantum,spacex,qwen,gemma_e2b,1,33,flight_number,,json_field_split,FAILURE,True,spacex,qwen,gemma_e2b,bert,False,0.0,1612.4719670042396,123,1.0,1.0,120.0,57.0
quantum,spacex,qwen,gemma_e2b,1,33,mission_name,,json_field_split,FAILURE,True,spacex,qwen,gemma_e2b,bert,False,0.0,1612.4719670042396,123,1.0,1.0,120.0,57.0
quantum,spacex,qwen,gemma_e2b,1,33,rocket_id,,json_field_split,FAILURE,True,spacex,qwen,gemma_e2b,bert,False,0.0,1612.4719670042396,123,1.0,1.0,120.0,57.0
quantum,spacex,qwen,gemma_e2b,1,33,launch_success,,json_field_split,FAILURE,True,spacex,qwen,gemma_e2b,bert,False,0.0,1612.4719670042396,123,1.0,1.0,120.0,57.0
quantum,spacex,qwen,levenshtein,1,35,launch_success,launch_success,json_variable_drop,FALSE_POSITIVE,True,spacex,qwen,levenshtein,bert,False,0.0,1612.4719670042396,123,1.0,1.0,0.0,0.05
quantum,spacex,qwen,levenshtein,1,35,flight_number,flight_number,json_variable_drop,FALSE_POSITIVE,True,spacex,qwen,levenshtein,bert,False,0.0,1612.4719670042396,123,1.0,1.0,0.0,0.05
quantum,spacex,qwen,levenshtein,1,35,rocket_id,rocket_id,json_variable_drop,FALSE_POSITIVE,True,spacex,qwen,levenshtein,bert,False,0.0,1612.4719670042396,123,1.0,1.0,0.0,0.05
quantum,spacex,qwen,levenshtein,1,35,mission_name,,json_variable_drop,FAILURE,True,spacex,qwen,levenshtein,bert,False,0.0,1612.4719670042396,123,1.0,1.0,0.0,0.05
quantum,spacex,qwen,bert,1,41,flight_number,,qwen_nesting_alteration,FAILURE,True,spacex,qwen,bert,bert,True,0.0,1612.4719670042396,123,1.0,1.0,0.3,0.95
quantum,spacex,qwen,bert,1,41,mission_name,,qwen_nesting_alteration,FAILURE,True,spacex,qwen,bert,bert,True,0.0,1612.4719670042396,123,1.0,1.0,0.3,0.95
quantum,spacex,qwen,bert,1,41,rocket_id,,qwen_nesting_alteration,FAILURE,True,spacex,qwen,bert,bert,True,0.0,1612.4719670042396,123,1.0,1.0,0.3,0.95
quantum,spacex,qwen,bert,1,41,launch_success,,qwen_nesting_alteration,FAILURE,True,spacex,qwen,bert,bert,True,0.0,1612.4719670042396,123,1.0,1.0,0.3,0.95
quantum,spacex,qwen,bert,1,71,flight_number,,json_scalar_to_array,FAILURE,True,spacex,qwen,bert,levenshtein,False,0.0,1612.4719670042396,123,1.0,1.0,0.3,0.95
quantum,spacex,qwen,bert,1,71,mission_name,,json_scalar_to_array,FAILURE,True,spacex,qwen,bert,levenshtein,False,0.0,1612.4719670042396,123,1.0,1.0,0.3,0.95
quantum,spacex,qwen,bert,1,71,rocket_id,,json_scalar_to_array,FAILURE,True,spacex,qwen,bert,levenshtein,False,0.0,1612.4719670042396,123,1.0,1.0,0.3,0.95
